,栏目,标题,作者,链接
2018-07-28,肺癌,磨玻璃结节型肺癌预后如何？得了GGN还能活多久？,戴纪刚,https://www.haodf.com/neirong/wenzhang/6504749743.html
2018-07-28,胃炎,胃炎进展为胃癌的演变过程,曹文兰,https://www.haodf.com/neirong/wenzhang/6504558790.html
2018-07-28,肝癌,确诊肝癌必须做肝穿刺活检吗,曹文兰,https://www.haodf.com/neirong/wenzhang/6504530650.html
2018-07-26,高血压,血压升高或降低没有症状到底好不好？,潘俊杰,https://www.haodf.com/neirong/wenzhang/6493599703.html
2018-07-25,脑梗塞,服用阿司匹林为什么脑梗死会复发？,贡京京,https://www.haodf.com/neirong/wenzhang/6486922449.html
2018-07-25,脑梗塞,体检发现脑梗死怎么办？,贡京京,https://www.haodf.com/neirong/wenzhang/6486403142.html
2018-07-25,肝癌,得了肝癌怎么办？,程庆保,https://www.haodf.com/neirong/wenzhang/6486398129.html
2018-07-25,肺癌,刘懿博士说肺癌（六五六）ECT骨扫描需空腹么？要注意啥？,刘懿,https://www.haodf.com/neirong/wenzhang/6485462310.html
2018-07-24,肺癌,从“光头反派”计春华离世谈早期肺癌的诊治,胡睿,https://www.haodf.com/neirong/wenzhang/6483622359.html
2018-07-24,腰椎间盘突出,椎间孔镜手术后的康复和注意事项,徐瑞生,https://www.haodf.com/neirong/wenzhang/6482150330.html
2018-07-24,肺癌,EGFR一代药物与三代药物的应用,王颖轶,https://www.haodf.com/neirong/wenzhang/6481831657.html
2018-07-24,肺癌,组织与血液的基因检测该如何选择？,王颖轶,https://www.haodf.com/neirong/wenzhang/6481816153.html
2018-07-23,脑梗塞,神经科检查报告的解读（科普）,陶涛,https://www.haodf.com/neirong/wenzhang/6479832828.html
2018-07-23,乳腺癌,乳腺癌患者术后能过性生活吗？,易彤波,https://www.haodf.com/neirong/wenzhang/6479762188.html
2018-07-23,肺癌,刘懿博士说肺癌（六五四）肺癌术后化疗期间血小板升高有事么,刘懿,https://www.haodf.com/neirong/wenzhang/6477576826.html
2018-07-22,肺癌,希望通过全面戒烟和抽油烟机来减低我国女性肺癌发病率,程德志,https://www.haodf.com/neirong/wenzhang/6475765798.html
2018-07-21,冠心病,避免致死性心肌梗死，“放支架”还是“搭桥”？,胡振雷,https://www.haodf.com/neirong/wenzhang/6472359537.html
2018-07-21,食道癌,什么是肠上皮化生和异型增生？它们会癌变吗？如何诊断与治疗？...,崔忠敏,https://m.haodf.com/neirong/yuyin/6472345651.html
2018-07-21,高血压,左右手血压为什么会不一样？,潘俊杰,https://www.haodf.com/neirong/wenzhang/6471025841.html
2018-07-21,肺癌,定期体检对排查肺癌很重要,杨晓军,https://www.haodf.com/neirong/wenzhang/6470988396.html
2018-07-20,肺癌,Ⅰb期肺癌患者术后需要化疗吗？哪些因素影响化疗效果？,戴纪刚,https://www.haodf.com/neirong/wenzhang/6468477072.html
2018-07-20,子宫肌瘤,子宫肌瘤上身？看看这10个问题,钟璋花,https://www.haodf.com/neirong/wenzhang/6468040620.html
2018-07-19,肺癌,"什么是肺癌, 肺癌分哪些类型",胡洋,https://www.haodf.com/neirong/wenzhang/6464745714.html
2018-07-19,胃癌,《亲人有胃癌，我该怎么办？--胃癌的早发现，早治疗》,姚云峰,https://www.haodf.com/neirong/wenzhang/6463800743.html
2018-07-19,胆结石,胆石症是不是都需要手术？除了手术外还有其他方法吗？,杨玉龙,https://www.haodf.com/neirong/wenzhang/6463446829.html
2018-07-19,肺癌,刘懿博士说肺癌（六五二）肺癌患者夏季高温注意心脑血管疾病,刘懿,https://www.haodf.com/neirong/wenzhang/6462991542.html
2018-07-18,骨折,腕关节周围骨折功能锻炼的目标和存在误区（有视频电脑看）,陈华,https://www.haodf.com/neirong/wenzhang/6461188997.html
2018-07-18,腰椎间盘突出,腰椎术后相关事项（请我的手术患者务必阅读）,马骏雄,https://www.haodf.com/neirong/wenzhang/6459738716.html
2018-07-18,腰椎间盘突出,腰椎术后腰背部肌肉锻炼方法 (转载),马骏雄,https://www.haodf.com/neirong/wenzhang/6459324258.html
2018-07-18,肺癌,刘懿博士说肺癌（六五一）气管镜做了病理为何肺癌术后还要做,刘懿,https://www.haodf.com/neirong/wenzhang/6458877534.html
2018-07-17,肺癌,科普系列讲座之---浅谈肿瘤患者应该怎么吃,李霏,https://www.haodf.com/neirong/wenzhang/6457139228.html
2018-07-16,腰椎间盘突出,世上有没有“根治”腰痛的方法？,汤铖,https://www.haodf.com/neirong/wenzhang/6453119665.html
2018-07-16,肝癌,肝癌患者如果不做手术，可以进行病理诊断吗？,李威,https://www.haodf.com/neirong/wenzhang/6451379973.html
2018-07-15,手外伤,舟骨骨折（新鲜的） 怎么治疗？ 最全攻略,王海华,https://www.haodf.com/neirong/wenzhang/6448382664.html
2018-07-15,肺癌,老年人得了肺癌怎么办？还能做手术吗？,戴纪刚,https://www.haodf.com/neirong/wenzhang/6448014456.html
2018-07-14,乳腺癌,乳腺癌内分泌治疗为什么要补钙？,黄欧,https://www.haodf.com/neirong/wenzhang/6444900570.html
2018-07-14,乳腺癌,乳腺癌内分泌药物一天中什么时候吃？,黄欧,https://www.haodf.com/neirong/wenzhang/6444846440.html
2018-07-14,肺癌,肺癌饮食宝典,崔志磊,https://www.haodf.com/neirong/wenzhang/6443677489.html
2018-07-13,肺癌,肺癌基因检测时应该选取何种标本,董正伟,https://www.haodf.com/neirong/wenzhang/6414616260.html
2018-07-13,肺癌,肺癌标志物都包括什么？分别代表什么意思?,李因涛,https://www.haodf.com/neirong/wenzhang/6413806135.html
2018-07-13,肺癌,肺癌患者多久复查一次？复查都检查什么项目？,李因涛,https://www.haodf.com/neirong/wenzhang/6413747037.html
2018-07-13,乙肝,乙肝治愈有希望，“老药”帮你忙,莫志硕,https://www.haodf.com/neirong/wenzhang/6411664284.html
2018-07-12,乳腺癌,乳腺癌骨转移有哪些躯体的表现和验血指标特点？,沈宇辉,https://www.haodf.com/neirong/wenzhang/6411503198.html
2018-07-12,乳腺癌,乳腺癌治疗期间 家属注意事项？,黄欧,https://www.haodf.com/neirong/wenzhang/6409306326.html
2018-07-11,高血压,高血压的危害有哪些？,魏晓冬,https://www.haodf.com/neirong/wenzhang/6407398623.html
2018-07-11,肺癌,专访：不吸烟女性肺癌发生率显著上升 及早筛查是王道,张勇,https://www.haodf.com/neirong/wenzhang/6407220200.html
2018-07-11,肺癌,"咯血就是肺癌? 其实可能存在多种原因, 心脏甚至全身性疾病",胡洋,https://www.haodf.com/neirong/wenzhang/6407143516.html
2018-07-11,乳腺癌,液体活检是如何逐本溯源——揪住肿瘤的“小辫子”？,汤传昊,https://www.haodf.com/neirong/wenzhang/6406277685.html
2018-07-10,乳腺癌,乳腺癌保留乳房手术（保乳手术）和乳房全切效果一样！,黄欧,https://www.haodf.com/neirong/wenzhang/6403333580.html
2018-07-10,脑梗塞,脑梗死患者运动时的注意事项,贡京京,https://www.haodf.com/neirong/wenzhang/6402881821.html
2018-07-09,乙肝,他们都用恩替卡韦单药治疗，为什么我必须联合治疗？,王春喜,https://www.haodf.com/neirong/wenzhang/6399442686.html
2018-07-08,骨折,掌骨骨折 怎么治疗？ 最全攻略,王海华,https://www.haodf.com/neirong/wenzhang/6394830586.html
2018-07-07,乳腺癌,乳腺癌患者误区,陈鹏,https://www.haodf.com/neirong/wenzhang/6391010763.html
2018-07-07,乳腺癌,乳腺自检的正确手法是怎样的？如何早期发现乳腺癌？,刘安阳,https://www.haodf.com/neirong/wenzhang/6390660447.html
2018-07-05,肝癌,肝癌病人手术后为什么一定要定期复查,章爱斌,https://www.haodf.com/neirong/wenzhang/6384465689.html
2018-07-05,冠心病,抗栓——抗血小板与抗凝,吴永全,https://www.haodf.com/neirong/wenzhang/6380196158.html
2018-07-04,脑梗塞,什么样的病人能够进行闭塞血管开通,王虎清,https://www.haodf.com/neirong/wenzhang/6376135591.html
2018-07-04,乳腺癌,乳腺癌，对侧预防性乳房切除？,黄欧,https://www.haodf.com/neirong/wenzhang/6376059302.html
2018-07-04,肺癌,刘懿博士说肺癌（六四一）肺癌术后嗜酸粒细胞增多是复发了么,刘懿,https://www.haodf.com/neirong/wenzhang/6376021315.html
2018-07-03,腰椎间盘突出,腰椎间盘突出症的应对策略（视频-红会贾帅军）,贾帅军,https://www.haodf.com/neirong/wenzhang/6373641463.html
2018-07-03,肺癌,肺癌及其微创治疗介绍,丁新民,https://www.haodf.com/neirong/wenzhang/6373341082.html
2018-07-02,高血压,打鼾会影响血压吗？,潘俊杰,https://www.haodf.com/neirong/wenzhang/6370118985.html
2018-07-02,肺癌,如何预防早期肺癌，这里有两层意思，如何预防肺癌和早期发现,胡洋,https://www.haodf.com/neirong/wenzhang/6369771143.html
2018-07-01,子宫肌瘤,超声引导微波(射频)消融治疗子宫肌瘤指南2017年版,余松远,https://www.haodf.com/neirong/wenzhang/6366045655.html
2018-07-01,高血压,简单方法解开难治性高血压困局,潘俊杰,https://www.haodf.com/neirong/wenzhang/6365970768.html
2018-07-01,高血压,写给高血压该不该吃药的你,范家伟,https://www.haodf.com/neirong/wenzhang/6365768350.html
2018-07-01,乙肝,慢性乙肝真的必须终生吃药吗？,王春喜,https://www.haodf.com/neirong/wenzhang/6365084821.html
2018-06-30,高血压,24小时血压动态监测有什么用？,潘俊杰,https://www.haodf.com/neirong/wenzhang/6362553930.html
2018-06-30,腰椎间盘突出,最全，经皮腰椎内镜术后康复期常见问题解答及注意事项,江晓兵,https://www.haodf.com/neirong/wenzhang/6362456909.html
2018-06-30,肺癌,肺癌术后为什么会出现胸痛、咳嗽？如何应对,刘权兴,https://www.haodf.com/neirong/wenzhang/6361258508.html
2018-06-29,肺癌,PD-1/PD-L1免疫治疗为什么这么备受青睐？,汤传昊,https://www.haodf.com/neirong/wenzhang/6358830773.html
2018-06-29,肺癌,得了肺癌，还能活多久？,管添,https://www.haodf.com/neirong/wenzhang/6357693149.html
2018-06-28,肺癌,哪些肺癌病人术后需要化疗,刘权兴,https://www.haodf.com/neirong/wenzhang/6353871751.html
2018-06-27,乙肝,我需要做耐药位点检测吗？,王春喜,https://www.haodf.com/neirong/wenzhang/6351704835.html
2018-06-27,甲亢,甲亢饮食及日常保健,曲伸,https://www.haodf.com/neirong/wenzhang/6351620800.html
2018-06-27,肺癌,早期肺癌治愈率到底有多高，可以说基本上都可以达到手术根治,胡洋,https://www.haodf.com/neirong/wenzhang/6351387873.html
2018-06-27,胃癌,胃癌化疗有哪些？,孙俊锋,https://www.haodf.com/neirong/wenzhang/6350966062.html
2018-06-27,胃癌,关于胃癌腹膜转移,王晓娜,https://www.haodf.com/neirong/wenzhang/6350917092.html
2018-06-27,乙肝,CHB患者获得持久应答情况下仍有发生肝细胞癌的情况吗？,王宇明,https://www.haodf.com/neirong/wenzhang/6350877843.html
2018-06-27,胃癌,为什么有些早期胃癌病人EDS切除后需要补加外科手术,王晓娜,https://www.haodf.com/neirong/wenzhang/6350583240.html
2018-06-27,腰椎间盘突出,腰椎间盘突出症怎样根治,张正平,https://www.haodf.com/neirong/wenzhang/6350426635.html
2018-06-26,肺癌,这几种咳嗽不正常，要去医院查一下胸部CT，防止漏诊肺癌,胡洋,https://www.haodf.com/neirong/wenzhang/6347759433.html
2018-06-26,乙肝,HBVDNA定量应该多久复查一次？,王春喜,https://www.haodf.com/neirong/wenzhang/6347599261.html
2018-06-26,乳腺癌,乳房有肿块，是否一定是癌?,黄亮,https://www.haodf.com/neirong/wenzhang/6346640600.html
2018-06-26,高血压,测血压：测哪边？左还是右？,李明洲,https://www.haodf.com/neirong/wenzhang/6345854854.html
2018-06-26,肺癌,刘懿博士说肺癌（六三五）您了解肺癌手术的直线切割缝合器么,刘懿,https://www.haodf.com/neirong/wenzhang/6345720280.html
2018-06-25,乙肝,如何避免乙肝的发作和复发？,安敬军,https://www.haodf.com/neirong/wenzhang/6344092011.html
2018-06-25,乙肝,“金牌”、“银牌”、“铜牌”,安敬军,https://www.haodf.com/neirong/wenzhang/6344090158.html
2018-06-25,乙肝,婴幼儿及儿童感染乙肝病毒怎么办,安敬军,https://www.haodf.com/neirong/wenzhang/6344085486.html
2018-06-25,乙肝,特殊人群的抗病毒治疗,安敬军,https://www.haodf.com/neirong/wenzhang/6344084261.html
2018-06-25,肝硬化,乙肝肝硬化如何抗病毒治疗,安敬军,https://www.haodf.com/neirong/wenzhang/6344069336.html
2018-06-25,乙肝,核苷（酸）类似物与干扰素的利与弊,安敬军,https://www.haodf.com/neirong/wenzhang/6344067749.html
2018-06-25,乙肝,干扰素单用还是联合核苷（酸）类似物,安敬军,https://www.haodf.com/neirong/wenzhang/6344043936.html
2018-06-25,乙肝,乙肝口服抗病毒药物什么情况下可以停药,安敬军,https://www.haodf.com/neirong/wenzhang/6344035257.html
2018-06-25,乙肝,干扰素的副作用及其处理,安敬军,https://www.haodf.com/neirong/wenzhang/6343987593.html
2018-06-25,乙肝,"保肝降酶药,用还是不用？",安敬军,https://www.haodf.com/neirong/wenzhang/6343971699.html
2018-06-25,乙肝,乙肝的定期复查都查什么？,安敬军,https://www.haodf.com/neirong/wenzhang/6343956547.html
2018-06-25,肝癌,如何避免肝硬化、肝癌,安敬军,https://www.haodf.com/neirong/wenzhang/6343952845.html
2018-06-25,肺癌,刘懿博士说肺癌（六三四）肺癌吃易瑞沙十五个月要改特罗凯么,刘懿,https://www.haodf.com/neirong/wenzhang/6341806854.html
2018-06-24,甲状腺癌,甲状腺癌和乳腺癌到底有没有关系？,刘安阳,https://www.haodf.com/neirong/wenzhang/6340078620.html
2018-06-24,脑梗塞,脑梗死患者长期素食的危害,王虎清,https://www.haodf.com/neirong/wenzhang/6340048044.html
2018-06-24,肺癌,癌症病人为什么要进行靶向治疗？靶向治是否必须做基因检测？,张鹏,https://www.haodf.com/neirong/wenzhang/6339527112.html
2018-06-24,高血压,高血压对健康无声的摧残，你注意到了吗？,程蕾蕾,https://www.haodf.com/neirong/wenzhang/6338656109.html
2018-06-23,乙肝,希望通过自身免疫力控制慢性乙肝，是要付出大代价的！,王春喜,https://www.haodf.com/neirong/wenzhang/6336838959.html
2018-06-23,肺癌,肺癌患者“有淋巴结转移”就不能手术吗？,史晓舜,https://www.haodf.com/neirong/wenzhang/6336576297.html
2018-06-23,乳腺癌,【乳腺癌术后，怎样复查？】,王子函,https://www.haodf.com/neirong/wenzhang/6335785398.html
2018-06-23,乳腺癌,乳腺癌口服化疗药物卡培他滨少吃了一顿怎么办？,黄欧,https://www.haodf.com/neirong/wenzhang/6335376504.html
2018-06-22,冠心病,预防冠心病～五个妙招要知道！,李妍,https://www.haodf.com/neirong/wenzhang/6332550933.html
2018-06-21,乙肝,为什么服药后乙肝表面抗原数值反而更高了？,王春喜,https://www.haodf.com/neirong/wenzhang/6329462457.html
2018-06-21,乙肝,不坚持抗病毒治疗，突发肝衰竭？,尹有宽,https://www.haodf.com/neirong/wenzhang/6329449400.html
2018-06-21,肺癌,特罗凯及易瑞沙的不良反应处理,熊安稳,https://www.haodf.com/neirong/wenzhang/6329235332.html
2018-06-20,肺癌,ALK阳性的晚期肺癌靶向治疗后耐药该怎么办？,杨农,https://www.haodf.com/neirong/wenzhang/6325875548.html
2018-06-20,腰椎间盘突出,椎间孔镜患者术后运动注意事项,王胜,https://www.haodf.com/neirong/wenzhang/6325751801.html
2018-06-20,乙肝,干扰素抗病毒治疗对慢性乙型肝炎患者的生育影响如何?,王宇明,https://www.haodf.com/neirong/wenzhang/6323860374.html
2018-06-19,肺癌,中晚期肺癌治疗的新方法--先服用靶向药，再手术根除,廖永德,https://www.haodf.com/neirong/wenzhang/6321543748.html
2018-06-19,肺癌,如何预防肺癌,王智刚,https://www.haodf.com/neirong/wenzhang/6320368812.html
2018-06-19,高血压,高血压病：夏天是否需要减药？,李明洲,https://www.haodf.com/neirong/wenzhang/6320143490.html
2018-06-18,心脏搭桥,冠心病不宜植入支架的因素,任世银,https://www.haodf.com/neirong/wenzhang/6317618869.html
2018-06-18,乳腺癌,乳腺癌靶向药物赫赛汀期间注意事项,黄欧,https://www.haodf.com/neirong/wenzhang/6317368223.html
2018-06-17,胆结石,患有胆结石的女性备孕使应该注意哪些问,孙龙昊,https://www.haodf.com/neirong/wenzhang/6314900613.html
2018-06-17,肺癌,肺癌的生存期和基本知识,廖日强,https://www.haodf.com/neirong/wenzhang/6314481987.html
2018-06-17,腰椎间盘突出,腰椎间盘突出症门诊常见问题,于学忠,https://www.haodf.com/neirong/wenzhang/6314239237.html
2018-06-16,腰椎间盘突出,哪些动作和习惯最伤腰？,李忠海,https://www.haodf.com/neirong/wenzhang/6311852296.html
2018-06-16,冠心病,如何判断可能得了冠心病,孙军鸽,https://www.haodf.com/neirong/wenzhang/6311655384.html
2018-06-15,心脏介入,放完支架术后还难受，怎么回事？,张勇,https://www.haodf.com/neirong/wenzhang/6307999906.html
2018-06-14,肺癌,刘懿博士说肺癌（六二八）Ib期肺癌哪种类型需要术后化疗？,刘懿,https://www.haodf.com/neirong/wenzhang/6302699927.html
2018-06-13,腰椎间盘突出,5颈、腰椎疾病误区27问-手术篇,赵颀,https://www.haodf.com/neirong/wenzhang/6300477944.html
2018-06-12,乙肝,乙肝患者个人怎样判断乙肝病情轻重？,刘树朋,https://www.haodf.com/neirong/wenzhang/6295176799.html
2018-06-12,肺癌,肺原位腺癌、微浸润腺癌、浸润性腺癌？,刘启梁,https://www.haodf.com/neirong/wenzhang/6294737567.html
2018-06-12,乳腺癌,HER2阳性乳癌，术后化疗未用赫赛汀，以后还要用吗？,孙建,https://www.haodf.com/neirong/wenzhang/6294384492.html
2018-06-12,肺癌,刘懿博士说肺癌（六二六）什么是肺癌诊断的敏感性和特异性？,刘懿,https://www.haodf.com/neirong/wenzhang/6294120494.html
2018-06-11,乳腺癌,您想知道的乳腺癌科普~,晁腾飞,https://www.haodf.com/neirong/wenzhang/6292374781.html
2018-06-11,肺癌,肺癌男子输注过多白蛋白导致心脏衰竭，肺癌需不需要输白蛋白,胡洋,https://www.haodf.com/neirong/wenzhang/6292174374.html
2018-06-11,高血压,血压难以控制，当心肾上腺“作祟”,杨登科,https://www.haodf.com/neirong/wenzhang/6291960010.html
2018-06-11,肺癌,肺磨玻璃结节出院术后注意事项（出院必读）,谢冬,https://www.haodf.com/neirong/wenzhang/6290397168.html
2018-06-10,卵圆孔未闭,细说卵圆孔未闭与脑梗死（治疗）,王虎清,https://www.haodf.com/neirong/wenzhang/6287886949.html
2018-06-10,高血压,高血压系列4　关于高血压的几个基本问题你知道吗？,周联生,https://www.haodf.com/neirong/wenzhang/6287679683.html
2018-06-10,骨折,罗氏正骨法：股骨颈骨折的治疗和护理,罗勇,https://www.haodf.com/neirong/wenzhang/6286573020.html
2018-06-09,冠心病,你真的了解什么是冠心病吗？,潘俊杰,https://www.haodf.com/neirong/wenzhang/6283300557.html
2018-06-09,甲亢,甲状腺疾病的饮食问题，简单明了值得收藏,费健,https://www.haodf.com/neirong/wenzhang/6282968374.html
2018-06-09,乳腺癌,乳腺癌长效升白针短效升白针,黄欧,https://www.haodf.com/neirong/wenzhang/6282633647.html
2018-06-08,脑梗塞,大面积脑梗塞的救治,李祥全,https://www.haodf.com/neirong/wenzhang/6280525026.html
2018-06-08,冠心病,试谈治疗冠心病药物的选择标准,任世银,https://www.haodf.com/neirong/wenzhang/6280261792.html
2018-06-08,肺癌,磨玻璃结节型肺癌有何特点？会复发吗？,戴纪刚,https://www.haodf.com/neirong/wenzhang/6280173332.html
2018-06-07,肺癌,中晚期肺癌有哪些治疗方法，除了化疗、放疗以外还有哪些选项,胡洋,https://www.haodf.com/neirong/wenzhang/6275714321.html
2018-06-06,肝癌,哪些原因最易诱发肝癌？,陈其华,https://www.haodf.com/neirong/wenzhang/6270375982.html
2018-06-05,甲亢,得了甲亢在日常饮食中的注意事项,肖辉盛,https://www.haodf.com/neirong/wenzhang/6268521091.html
2018-06-05,高血压,高血压患者要注意,秦鹏,https://www.haodf.com/neirong/wenzhang/6268283127.html
2018-06-05,乙肝,一旦有乙肝病毒，就要抗病毒吗？,李庆兴,https://www.haodf.com/neirong/wenzhang/6266961267.html
2018-06-04,乙肝,病毒量越高，肝病就越严重吗？,王春喜,https://www.haodf.com/neirong/wenzhang/6264376275.html
2018-06-04,冠心病,心脏的构造和常见疾病,潘俊杰,https://www.haodf.com/neirong/wenzhang/6261811263.html
2018-06-03,腰椎间盘突出,【十问十答】助你“通关”了解【腰椎间盘突出症】,王洪立,https://www.haodf.com/neirong/wenzhang/6260063047.html
2018-06-03,腰椎间盘突出,医生! 报告单说我腰椎曲度变直了！该怎么办！？,黄鑫,https://www.haodf.com/neirong/wenzhang/6259199857.html
2018-06-03,乳腺癌,得了乳腺癌就一定要切除乳房？你OUT了！,宋雪,https://www.haodf.com/neirong/wenzhang/6258827327.html
2018-06-03,乳腺癌,得了乳腺癌，我还能走多远？,宋雪,https://www.haodf.com/neirong/wenzhang/6258823018.html
2018-06-02,肺癌,带你认识一、二、三代肺癌靶向药,刘权兴,https://www.haodf.com/neirong/wenzhang/6256330383.html
2018-06-02,肺癌,磨玻璃结节可怕吗？癌变的概率有多大？,戴纪刚,https://www.haodf.com/neirong/wenzhang/6255507527.html
2018-06-02,肺癌,“这么小的肺癌你们是怎么找到的？”从1例肺磨玻璃结节手术说起...,刘权兴,https://www.haodf.com/neirong/wenzhang/6255457543.html
2018-06-02,腰椎间盘突出,腰间盘突出的真正原因,李宏键,https://www.haodf.com/neirong/wenzhang/6254880793.html
2018-06-01,骨折,因病长期卧床，病人注意事项？,江亚,https://www.haodf.com/neirong/wenzhang/6251843331.html
2018-05-31,肺癌,详解肺癌术后健康的饮食和生活方式,刘权兴,https://www.haodf.com/neirong/wenzhang/6248513354.html
2018-05-30,肺癌,肺穿刺活检会导致肺癌转移吗？,戴晓芳,https://www.haodf.com/neirong/wenzhang/6244432375.html
2018-05-30,腰椎间盘突出,椎间孔镜术后该如何康复训练,赵文奎,https://www.haodf.com/neirong/wenzhang/6244386724.html
2018-05-30,乙肝,乙肝产妇服药期间可以母乳喂养吗？,王春喜,https://www.haodf.com/neirong/wenzhang/6244319802.html
2018-05-30,肝癌,毛一雷教授《肝癌—答疑解问》新书的部分摘录内容,毛一雷,https://www.haodf.com/neirong/wenzhang/6243771486.html
2018-05-30,胃癌,晚期胃癌靶向药阿帕替尼科普知识,徐丽艳,https://www.haodf.com/neirong/wenzhang/6242524622.html
2018-05-29,乙肝,感染乙型肝炎病毒的女性怀孕应注意什么？,吴成胜,https://www.haodf.com/neirong/wenzhang/6240195544.html
2018-05-29,腰椎间盘突出,不是所有的椎间盘突出都叫腰椎间盘突出症,刘伟东,https://www.haodf.com/neirong/wenzhang/6240158113.html
2018-05-29,肺癌,肺癌为什么做基因检测，并不仅仅为了选择靶向药物,胡洋,https://www.haodf.com/neirong/wenzhang/6239752563.html
2018-05-29,甲状腺癌,是“祸不单行”还是“前因后果”---谈甲状腺癌与乳腺癌的内在联...,李喆,https://www.haodf.com/neirong/wenzhang/6239073434.html
2018-05-28,肝癌,肝癌的形成原因是什么？,胡凤山,https://www.haodf.com/neirong/wenzhang/6234355768.html
2018-05-28,肺癌,肺癌EGFR口服靶向药的常见副作用和应对方法,王颖轶,https://www.haodf.com/neirong/wenzhang/6233728546.html
2018-05-26,乙肝,为什么长效干扰素治疗乙肝具有不可替代的作用？,福军亮,https://www.haodf.com/neirong/wenzhang/6228401657.html
2018-05-26,肝癌,肝癌的诊断、治疗和预后,周长升,https://www.haodf.com/neirong/wenzhang/6228054114.html
2018-05-26,肺癌,晚期肺癌已经没有以前那么可怕，新方法助力肿瘤长期生存,胡洋,https://www.haodf.com/neirong/wenzhang/6227698770.html
2018-05-25,乳腺癌,余科达教授：乳腺癌的“命”与“运”,余科达,https://www.haodf.com/neirong/wenzhang/6224466698.html
2018-05-25,脑梗塞,脑梗死是否都需要治疗？,王虎清,https://www.haodf.com/neirong/wenzhang/6223918131.html
2018-05-24,化疗,晚期肺癌可治疗，带瘤生存不是梦,娄丽丽,https://www.haodf.com/neirong/wenzhang/6220936945.html
2018-05-24,肺癌,刘懿博士说肺癌（六一二）肺癌手术后切口疼痛用不用打消炎针,刘懿,https://www.haodf.com/neirong/wenzhang/6218715387.html
2018-05-23,高血压,为什么在医生那里测的血压更高？,潘俊杰,https://www.haodf.com/neirong/wenzhang/6216917839.html
2018-05-23,肺癌,作为家属，能为肺癌患者做些什么？,侯兵,https://www.haodf.com/neirong/wenzhang/6214662920.html
2018-05-23,肺癌,刘懿博士说肺癌（六一一）发现肺内多发磨玻璃结节会是肺癌么,刘懿,https://www.haodf.com/neirong/wenzhang/6214545756.html
2018-05-22,高血压,为什么我的血压压差这么小？,潘俊杰,https://www.haodf.com/neirong/wenzhang/6212693831.html
2018-05-22,肝癌,爱课敲板｜介入治肝癌，真的有“起死回生”之效吗？,王芳军,https://www.haodf.com/neirong/wenzhang/6210994016.html
2018-05-21,高血压,为什么我的血压压差这么大？,潘俊杰,https://www.haodf.com/neirong/wenzhang/6208642150.html
2018-05-21,乙肝,乙肝两对半与大学生爱情的关系,莫志硕,https://www.haodf.com/neirong/wenzhang/6208595668.html
2018-05-21,高血压,降压药：伤肾吗？,李明洲,https://www.haodf.com/neirong/wenzhang/6207754803.html
2018-05-21,子宫肌瘤,子宫肌瘤影响怀孕吗？,王小飞,https://www.haodf.com/neirong/wenzhang/6206740592.html
2018-05-21,腰椎间盘突出,腰椎间盘突出症术后复发的原因与治疗,宋海峰,https://www.haodf.com/neirong/wenzhang/6205456051.html
2018-05-20,乙肝,浅谈替比夫定的优缺点,王春喜,https://www.haodf.com/neirong/wenzhang/6204413101.html
2018-05-20,肺癌,可能得了“肺癌”，怎么办？—这里有您必须要知道的东东！,林根,https://www.haodf.com/neirong/wenzhang/6204248030.html
2018-05-20,肺癌,神经元特异性烯醇化酶（NSE）升高就是患了肺癌了吗？,陈晓伟,https://www.haodf.com/neirong/wenzhang/6204075314.html
2018-05-20,肺癌,肺癌免疫治疗是什么？有用吗？会有副作用吗？,戴纪刚,https://www.haodf.com/neirong/wenzhang/6203541371.html
2018-05-20,腰椎间盘突出,这三个坑爹的姿势害了你的腰！,吴浩,https://www.haodf.com/neirong/wenzhang/6203042277.html
2018-05-19,高血压,哪些人最需要筛查为什么得高血压的病因？,潘俊杰,https://www.haodf.com/neirong/wenzhang/6201070498.html
2018-05-18,乙肝,如何读懂乙肝“两对半”,安敬军,https://www.haodf.com/neirong/wenzhang/6197361145.html
2018-05-16,肺转移性肿瘤,肺癌为什么比其他脏器肿瘤更易脑转移，脑转移就真的不能治疗,胡洋,https://www.haodf.com/neirong/wenzhang/6188563353.html
2018-05-15,乙肝,口服抗病毒药物单用还是联合,安敬军,https://www.haodf.com/neirong/wenzhang/6185086041.html
2018-05-15,乙肝,对核苷（酸）类似物的副作用我们该怎么办,安敬军,https://www.haodf.com/neirong/wenzhang/6185083649.html
2018-05-14,腰椎间盘突出,腰椎间盘突出症什么时候需要考虑手术？,黄鑫,https://www.haodf.com/neirong/wenzhang/6180734907.html
2018-05-14,腰椎间盘突出,腰椎间盘突出症如何科学地、正确地保守治疗？,黄鑫,https://www.haodf.com/neirong/wenzhang/6180724709.html
2018-05-13,高血压,高血压标准是怎样制定和变化到今天的？,潘俊杰,https://www.haodf.com/neirong/wenzhang/6176176271.html
2018-05-13,腰椎间盘突出,治疗腰椎间盘突出症有哪些方法？,俞永林,https://www.haodf.com/neirong/wenzhang/6176077038.html
2018-05-13,腰椎间盘突出,腰椎间盘突出症有哪些表现？,俞永林,https://www.haodf.com/neirong/wenzhang/6176039646.html
2018-05-13,肺癌,肺癌一定要综合治疗,王智刚,https://www.haodf.com/neirong/wenzhang/6175785837.html
