('2022-05-01', '甲亢', '甲亢病友如何选择甲亢治疗方法？', '任卫东', 'https://www.haodf.com/neirong/wenzhang/9388755718.html')
('2009-05-19', '甲亢', '甲亢不一定都典型，变化多样化', '蒋宁一', 'https://www.haodf.com/neirong/wenzhang/65161.html')
('2009-02-13', '甲亢', '131碘治疗甲亢的常见问题解答', '周振虎', 'https://www.haodf.com/neirong/wenzhang/47735.html')
('2009-02-13', '甲亢', '哪些甲亢患者适合碘 131治疗？', '岳殿超', 'https://www.haodf.com/neirong/wenzhang/47645.html')
('2008-11-22', '甲亢', '甲亢的三个治疗方案：药物、手术和同位素', '茅江峰', 'https://www.haodf.com/neirong/wenzhang/26622.html')
('2008-11-07', '甲状腺疾病', '甲亢诊断与饮食', '肖红', 'https://www.haodf.com/neirong/wenzhang/23853.html')
('2008-10-31', '甲亢', '甲亢——你应该了解什么', '张春银', 'https://www.haodf.com/neirong/wenzhang/22672.html')
('2008-10-31', '甲亢', '甲亢服用131碘一次性治疗前后注意事项', '张春银', 'https://www.haodf.com/neirong/wenzhang/22671.html')
('2008-10-07', '甲亢', '甲亢碘-131治疗注意事项', '程木华', 'https://www.haodf.com/neirong/wenzhang/19598.html')
('2008-10-04', '甲亢', '甲亢预防和饮食原则', '谢丹红', 'https://www.haodf.com/neirong/wenzhang/19350.html')
('2008-10-02', '甲亢', '甲亢患者的饮食细节', '谢勇丽', 'https://www.haodf.com/neirong/wenzhang/19124.html')
('2008-08-05', '甲亢', '别担心甲亢治成甲减', '张荣银', 'https://www.haodf.com/neirong/wenzhang/12077.html')
('2008-07-28', '甲亢', '甲亢应该怎样治疗？', '罗全勇', 'https://www.haodf.com/neirong/wenzhang/10867.html')
('2008-07-12', '甲亢', '131碘治疗甲亢', '张庆峰', 'https://www.haodf.com/neirong/wenzhang/8776.html')
('2008-06-12', '甲亢', '甲亢的治疗选择', '张庆峰', 'https://www.haodf.com/neirong/wenzhang/5969.html')
('2008-05-29', '甲亢', '谈谈甲亢的治疗', '陈刚', 'https://www.haodf.com/neirong/wenzhang/4576.html')
('2008-05-28', '甲亢', '哪些甲亢患者宜选择碘-131治疗？哪些情况不适合这种治疗？', '陈立波', 'https://www.haodf.com/neirong/wenzhang/4449.html')
('2008-05-28', '甲亢', '甲亢治疗有哪些方法？我该如何选择？', '陈立波', 'https://www.haodf.com/neirong/wenzhang/4448.html')
('2008-04-18', '甲亢', '甲亢131碘治疗后甲减的治疗', '管樑', 'https://www.haodf.com/neirong/wenzhang/2543.html')
('2008-04-14', '甲亢', '甲亢131碘治疗前需要进行的检查项目', '管樑', 'https://www.haodf.com/neirong/wenzhang/2403.html')
('2022-05-01', '甲亢', '甲亢病友如何选择甲亢治疗方法？', '任卫东', 'https://www.haodf.com/neirong/wenzhang/9388755718.html')
('2022-05-01', '甲亢', '治甲亢，别忽视这十个细节问题', '费健', 'https://www.haodf.com/neirong/wenzhang/9388754623.html')
('2022-04-03', '甲亢', '甲亢患者需低碘饮食', '杨春梅', 'https://www.haodf.com/neirong/wenzhang/9388700351.html')
('2022-03-22', '甲亢', '甲亢不治疗会怎样？别忽视，后果还是比较严重的。', '代平', 'https://www.haodf.com/neirong/wenzhang/9388668622.html')
